, delta_prime, , dMu [ecm], ,
Station, value, error, value, error
S12_, 0.579040, 0.102417, 1.84842e-18, 3.38649e-19
S18_, 0.227218, 0.106864, 7.25331e-19, 3.43147e-19
S12S18_, 0.411830, 0.073947, 1.31465e-18, 2.4435e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12_, -0.080007, 0.102551, -80.006965, 103.118832
S18_, 0.073611, 0.106943, 73.610509, 107.207662
S12S18_, -0.007172, 0.074024, -7.171607, 74.534826
