,chi2ndf, A_EDM [mrad],, A_{g-2} [mrad],, c [mrad]
Station, value, value, error, value, error, value, error
S0_, 1.18702, 0.0441464, 0.018415, 0.176721, 0.0183852, -0.031804, 0.0130315
S12_, 1.2832, 0.060733, 0.018636, 0.167302, 0.0185749, -0.299561, 0.013176
S18_, 1.15225, 0.0374683, 0.0188016, 0.157071, 0.0187112, -0.254908, 0.0132805
S12S18_, 1.4277, 0.0492393, 0.0132364, 0.16238, 0.0131829, -0.277494, 0.00935393
S0S12S18_, 1.32326, 0.0415265, 0.0105803, 0.16858, 0.0105581, -0.176367, 0.00748839
