  run  | subrun |          time          | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+------------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 17408 |      0 | 2018-06-24 12:14:26    |       13.1066 |        18.307 |        0.6878 |            0.2077 |            0.1188 |            0.2065 |            0.1549
 17408 |      1 | 2018-06-24 12:14:56    |       13.1066 |        18.307 |        0.6889 |            0.2073 |            0.1191 |            0.2071 |            0.1554
 17408 |      2 | 2018-06-24 12:15:11    |       13.1064 |       18.3069 |        0.6858 |            0.2075 |            0.1181 |            0.2058 |            0.1545
 17408 |      3 | 2018-06-24 12:15:26    |       13.1065 |       18.3068 |        0.6862 |            0.2075 |            0.1182 |            0.2061 |            0.1544
 17408 |      4 | 2018-06-24 12:15:41    |       13.1066 |       18.3066 |        0.6858 |             0.207 |            0.1183 |             0.206 |            0.1545
 17408 |      5 | 2018-06-24 12:15:56    |       13.1064 |       18.3071 |        0.6866 |            0.2069 |            0.1184 |            0.2066 |            0.1547
 17408 |      6 | 2018-06-24 12:16:06    |       13.1067 |       18.3072 |         0.685 |            0.2074 |            0.1178 |            0.2058 |             0.154
 17408 |      7 | 2018-06-24 12:16:22.25 |       13.1098 |       18.3068 |        1.9344 |            0.3852 |            0.5471 |             0.519 |             0.483
 17408 |      8 | 2018-06-24 12:16:33.5  |       13.1105 |       18.3084 |        5.4379 |            0.8818 |            1.7558 |            1.4002 |            1.4001
 17408 |      9 | 2018-06-24 12:16:43.5  |       13.1063 |        18.301 |        7.4768 |            1.1656 |            2.4669 |            1.9107 |            1.9336
 17408 |     10 | 2018-06-24 12:16:53.5  |       13.1053 |        18.307 |        8.4347 |            1.3046 |            2.8005 |            2.1601 |            2.1695
 17408 |     11 | 2018-06-24 12:17:03.5  |       13.1243 |       18.3105 |        9.5624 |            1.4569 |            3.1982 |            2.4476 |            2.4596
 17408 |     12 | 2018-06-24 12:17:13.5  |       13.1101 |       18.3018 |        9.8827 |            1.5061 |            3.3117 |            2.5282 |            2.5366
 17408 |     13 | 2018-06-24 12:17:23.5  |       13.1133 |       18.3048 |       10.4456 |             1.587 |            3.5072 |            2.6785 |             2.673
 17408 |     14 | 2018-06-24 12:17:31    |        13.109 |       18.3066 |       10.6366 |            1.6131 |            3.5767 |            2.7281 |            2.7187
 17408 |     15 | 2018-06-24 12:17:38.5  |       13.1042 |       18.3069 |       10.6693 |            1.6128 |            3.5934 |            2.7329 |              2.73
 17408 |     16 | 2018-06-24 12:17:48.5  |       13.0691 |       18.3101 |       11.0741 |            1.6722 |            3.7327 |            2.8409 |            2.8283
 17408 |     17 | 2018-06-24 12:17:58.5  |       13.1146 |       18.3092 |       11.0309 |            1.6631 |            3.7219 |            2.8305 |            2.8154
 17408 |     18 | 2018-06-24 12:18:08.5  |       13.1081 |       18.3075 |       11.0711 |            1.6736 |            3.7338 |             2.843 |            2.8208
 17408 |     19 | 2018-06-24 12:18:18.5  |       13.1192 |       18.3085 |       11.2664 |            1.6989 |            3.8019 |             2.895 |            2.8705
 17408 |     20 | 2018-06-24 12:18:28.5  |       13.1077 |       18.3073 |        11.151 |             1.684 |             3.763 |            2.8647 |            2.8392
 17408 |     21 | 2018-06-24 12:18:38.5  |       13.0987 |         18.31 |         11.15 |            1.6799 |            3.7653 |             2.865 |            2.8397
 17408 |     22 | 2018-06-24 12:18:48.5  |         13.11 |       18.3061 |       11.2899 |            1.7031 |            3.8115 |            2.9009 |            2.8743
 17408 |     23 | 2018-06-24 12:18:58.5  |       13.0956 |        18.299 |       11.1197 |            1.6745 |            3.7569 |            2.8535 |            2.8348
