  run  | subrun |           time            | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+---------------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 17073 |      0 | 2018-06-10 19:31:29.875   |       13.1081 |       18.3059 |       10.4772 |             1.586 |            3.5384 |            2.6936 |            2.6592
 17073 |      1 | 2018-06-10 19:31:54.5     |       13.1063 |       18.2963 |        9.3623 |            1.4275 |            3.1496 |            2.4073 |             2.378
 17073 |      2 | 2018-06-10 19:32:04.5     |       13.1044 |       18.2976 |        9.8232 |            1.4948 |             3.307 |            2.5236 |            2.4978
 17073 |      3 | 2018-06-10 19:32:14.5     |       13.0945 |       18.2984 |       10.4542 |            1.5802 |            3.5267 |            2.6774 |            2.6699
 17073 |      4 | 2018-06-10 19:32:29.5     |        13.111 |       18.3088 |        9.2217 |            1.4054 |            3.1028 |            2.3717 |            2.3418
 17073 |      5 | 2018-06-10 19:32:42       |       13.1054 |       18.3061 |        8.6627 |            1.3305 |             2.905 |            2.2308 |            2.1964
 17073 |      6 | 2018-06-10 19:32:50       |       13.1073 |       18.3062 |        9.2764 |            1.4175 |            3.1149 |            2.3846 |            2.3592
 17073 |      7 | 2018-06-10 19:33:00.5     |       13.1131 |       18.3081 |        9.9221 |            1.5067 |            3.3387 |            2.5465 |            2.5303
 17073 |      8 | 2018-06-10 19:33:10.5     |       13.1051 |       18.3054 |       10.3384 |            1.5694 |            3.4819 |            2.6505 |            2.6365
 17073 |      9 | 2018-06-10 19:33:20.5     |       13.1105 |       18.3067 |       10.8101 |            1.6355 |            3.6448 |            2.7713 |            2.7586
 17073 |     10 | 2018-06-10 19:33:33       |        13.105 |        18.306 |        8.5453 |            1.3121 |            2.8681 |            2.2042 |            2.1608
 17073 |     11 | 2018-06-10 19:33:45.5     |       13.1081 |       18.3065 |        9.0045 |            1.3785 |            3.0219 |            2.3174 |            2.2867
 17073 |     12 | 2018-06-10 19:33:55.5     |       13.1066 |       18.3045 |        9.6915 |            1.4768 |            3.2586 |             2.488 |            2.4681
 17073 |     13 | 2018-06-10 19:34:05.5     |       13.1057 |       18.3056 |       10.1447 |            1.5412 |             3.415 |             2.602 |            2.5865
 17073 |     14 | 2018-06-10 19:34:15.5     |       13.1065 |       18.3057 |       10.5358 |            1.5971 |            3.5507 |            2.7009 |            2.6871
 17073 |     15 | 2018-06-10 19:34:30.5     |       13.1063 |       18.3007 |        9.2788 |            1.4161 |            3.1209 |            2.3868 |             2.355
 17073 |     16 | 2018-06-10 19:34:43       |        13.104 |        18.306 |        8.6039 |            1.3216 |            2.8852 |            2.2165 |            2.1806
 17073 |     17 | 2018-06-10 19:34:50.5     |       13.0779 |       18.2954 |        9.3613 |            1.4265 |            3.1468 |             2.401 |             2.387
 17073 |     18 | 2018-06-10 19:35:00.5     |       13.1001 |       18.2972 |        9.9351 |            1.5067 |            3.3449 |            2.5453 |            2.5382
 17073 |     19 | 2018-06-10 19:35:10.5     |       13.1051 |       18.3063 |       10.2269 |            1.5531 |            3.4436 |            2.6231 |            2.6071
 17073 |     20 | 2018-06-10 19:35:20.5     |       13.1107 |       18.3067 |       10.7489 |            1.6263 |            3.6236 |            2.7559 |            2.7429
 17073 |     21 | 2018-06-10 19:35:35.5     |       13.1083 |       18.3064 |        8.5839 |            1.3179 |            2.8799 |            2.2138 |            2.1724
 17073 |     22 | 2018-06-10 19:35:48       |       13.1034 |       18.3101 |        8.9537 |            1.3687 |            3.0084 |            2.2993 |            2.2773
 17073 |     23 | 2018-06-10 19:35:55.5     |       13.1102 |       18.3065 |        9.7325 |            1.4826 |             3.271 |            2.4996 |            2.4793
 17073 |     24 | 2018-06-10 19:36:08       |        13.119 |        18.312 |        9.9449 |            1.5038 |            3.3518 |            2.5432 |            2.5461
 17073 |     25 | 2018-06-10 19:36:15.5     |       13.1093 |       18.3069 |       10.6235 |            1.6099 |            3.5797 |            2.7237 |            2.7102
 17073 |     26 | 2018-06-10 19:36:30.5     |       13.1089 |       18.3063 |         9.301 |            1.4205 |             3.127 |            2.3938 |            2.3596
 17073 |     27 | 2018-06-10 19:36:43       |       13.1055 |       18.3056 |        8.5009 |            1.3069 |            2.8501 |            2.1908 |            2.1531
 17073 |     28 | 2018-06-10 19:36:50.5     |       13.1084 |       18.3059 |        9.4095 |            1.4367 |            3.1608 |            2.4179 |            2.3943
 17073 |     29 | 2018-06-10 19:37:00.5     |       13.1064 |       18.3013 |       10.0133 |            1.5177 |            3.3715 |            2.5648 |            2.5593
 17073 |     30 | 2018-06-10 19:37:10.5     |       13.1146 |       18.3111 |       10.4648 |            1.5842 |            3.5241 |             2.683 |            2.6736
 17073 |     31 | 2018-06-10 19:37:20.5     |       13.1083 |       18.3064 |       10.7096 |            1.6207 |            3.6105 |            2.7459 |            2.7324
 17073 |     32 | 2018-06-10 19:37:35.5     |       13.1068 |       18.3052 |        8.6846 |            1.3323 |            2.9149 |            2.2386 |            2.1988
 17073 |     33 | 2018-06-10 19:37:48       |       13.1116 |        18.306 |         9.355 |            1.4287 |            3.1414 |            2.4054 |            2.3795
 17073 |     34 | 2018-06-10 19:37:55.5     |       13.1003 |       18.3085 |        9.7614 |            1.4818 |            3.2858 |             2.503 |            2.4908
 17073 |     35 | 2018-06-10 19:38:08       |        13.112 |       18.3073 |       10.1877 |            1.5469 |            3.4289 |            2.6148 |            2.5971
 17073 |     36 | 2018-06-10 19:38:15.5     |       13.1142 |       18.3069 |       10.6018 |            1.6047 |            3.5733 |            2.7188 |             2.705
 17073 |     37 | 2018-06-10 19:38:30.5     |       13.1066 |       18.3058 |        9.1566 |            1.3998 |            3.0778 |            2.3574 |            2.3216
 17073 |     38 | 2018-06-10 19:38:45.5     |       13.1069 |       18.3061 |        8.8886 |             1.362 |            2.9824 |            2.2881 |            2.2561
 17073 |     39 | 2018-06-10 19:38:53       |       13.0856 |        18.292 |        9.3869 |            1.4239 |            3.1597 |            2.4029 |            2.4004
 17073 |     40 | 2018-06-10 19:39:00.5     |       13.1071 |       18.3058 |        9.9474 |            1.5133 |             3.346 |             2.553 |            2.5351
 17073 |     41 | 2018-06-10 19:39:10.5     |       13.1091 |       18.3062 |       10.5026 |            1.5927 |            3.5381 |            2.6932 |            2.6787
 17073 |     42 | 2018-06-10 19:39:20.5     |       13.1087 |       18.3073 |       10.6715 |            1.6157 |            3.5977 |            2.7369 |            2.7213
 17073 |     43 | 2018-06-10 19:39:35.5     |       13.1058 |       18.3058 |        8.6823 |            1.3324 |            2.9144 |            2.2381 |            2.1974
 17073 |     44 | 2018-06-10 19:39:50.5     |       13.1077 |       18.3048 |        9.3631 |            1.4302 |            3.1448 |            2.4061 |            2.3821
 17073 |     45 | 2018-06-10 19:39:58       |       13.1128 |       18.3073 |       10.0157 |            1.5212 |             3.369 |            2.5721 |            2.5534
 17073 |     46 | 2018-06-10 19:40:05.5     |       13.1118 |       18.3059 |       10.2006 |            1.5489 |            3.4331 |            2.6176 |            2.6011
 17073 |     47 | 2018-06-10 19:40:15.5     |       13.1081 |       18.3067 |       10.5595 |            1.5998 |            3.5583 |            2.7077 |            2.6937
 17073 |     48 | 2018-06-10 19:40:30.5     |       13.1064 |        18.306 |        9.0994 |            1.3913 |            3.0582 |            2.3429 |            2.3071
 17073 |     49 | 2018-06-10 19:40:43       |       13.1115 |       18.3062 |         8.826 |            1.3528 |            2.9608 |            2.2734 |             2.239
 17073 |     50 | 2018-06-10 19:40:50.5     |       13.1096 |       18.3063 |        9.3914 |            1.4337 |            3.1543 |            2.4141 |            2.3894
 17073 |     51 | 2018-06-10 19:41:00.5     |       13.1104 |        18.308 |        9.9081 |            1.5024 |            3.3364 |            2.5389 |            2.5304
