  run  | subrun |            time            | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+----------------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 17272 |      0 | 2018-06-17 20:34:03.5      |       13.1084 |       18.3086 |        3.4968 |            0.5975 |            1.1113 |            0.9264 |            0.8616
 17272 |      1 | 2018-06-17 20:34:28.5      |       13.1079 |       18.3083 |        5.9658 |            0.9522 |            1.9513 |            1.5384 |            1.5239
 17272 |      2 | 2018-06-17 20:34:38.5      |       13.1098 |       18.3077 |        7.7731 |            1.2077 |            2.5761 |            1.9938 |            1.9954
 17272 |      3 | 2018-06-17 20:34:48.5      |       13.1175 |       18.3122 |        8.8528 |            1.3545 |            2.9548 |            2.2647 |            2.2788
 17272 |      4 | 2018-06-17 20:34:58.5      |       13.1121 |       18.3096 |        9.5899 |            1.4617 |            3.2104 |            2.4581 |            2.4599
 17272 |      5 | 2018-06-17 20:35:14.25     |         13.11 |       18.3082 |        8.3265 |            1.2816 |            2.7808 |            2.1426 |            2.1215
 17272 |      6 | 2018-06-17 20:35:28.5      |       13.1076 |       18.3085 |        8.7393 |            1.3419 |            2.9224 |            2.2462 |            2.2287
 17272 |      7 | 2018-06-17 20:35:38.5      |       13.1092 |       18.3083 |        9.6586 |            1.4716 |            3.2405 |            2.4781 |            2.4683
 17272 |      8 | 2018-06-17 20:35:46        |       13.1145 |       18.3108 |       10.1076 |            1.5334 |            3.3954 |             2.595 |            2.5838
 17272 |      9 | 2018-06-17 20:35:53.5      |       13.1097 |       18.3077 |       10.3263 |            1.5651 |            3.4735 |            2.6481 |            2.6395
 17272 |     10 | 2018-06-17 20:36:10        |       13.1107 |       18.3095 |        9.5087 |            1.4477 |            3.1947 |            2.4472 |            2.4192
 17272 |     11 | 2018-06-17 20:36:24.5      |       13.1119 |        18.309 |        8.7332 |            1.3387 |            2.9257 |            2.2506 |            2.2184
 17272 |     12 | 2018-06-17 20:36:34.5      |       13.1101 |       18.3081 |        9.5859 |              1.46 |            3.2182 |            2.4638 |             2.444
 17272 |     13 | 2018-06-17 20:36:44.5      |       13.1134 |       18.3086 |       10.1956 |            1.5458 |            3.4284 |            2.6185 |            2.6029
