  run  | subrun |         time          | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+-----------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 34359 |      0 | 2020-03-03 23:16:58.5 |       13.1091 |       18.2074 |       10.3797 |             3.775 |            1.6353 |            4.2012 |            0.7682
 34359 |      1 | 2020-03-03 23:17:11   |       13.1313 |       18.1978 |       11.3718 |            4.1463 |             1.791 |            4.5912 |            0.8433
 34359 |      2 | 2020-03-03 23:17:21   |       13.1263 |       18.2072 |       11.5319 |            4.1947 |            1.8243 |            4.6512 |            0.8618
 34359 |      3 | 2020-03-03 23:17:31   |       13.1316 |       18.2071 |       12.0616 |            4.3861 |            1.9116 |            4.8602 |            0.9037
 34359 |      4 | 2020-03-03 23:17:41   |       13.1257 |       18.1881 |       11.9856 |            4.3647 |            1.8939 |             4.832 |            0.8949
 34359 |      5 | 2020-03-03 23:17:53   |         13.13 |       18.2084 |       12.3529 |            4.4905 |             1.959 |            4.9777 |            0.9257
 34359 |      6 | 2020-03-03 23:18:07.5 |       13.1344 |       18.2085 |         11.35 |            4.1276 |            1.7971 |            4.5782 |            0.8471
 34359 |      7 | 2020-03-03 23:18:18.5 |       13.1274 |       18.2073 |       11.4642 |            4.1692 |            1.8135 |            4.6247 |            0.8568
 34359 |      8 | 2020-03-03 23:18:27.5 |       13.1311 |       18.2076 |       11.9756 |            4.3549 |             1.897 |             4.827 |            0.8966
 34359 |      9 | 2020-03-03 23:18:37   |        13.144 |       18.2141 |       12.1371 |            4.4136 |            1.9251 |            4.8898 |            0.9086
 34359 |     10 | 2020-03-03 23:18:51   |       13.1288 |       18.2078 |       12.3179 |            4.4781 |            1.9534 |            4.9633 |            0.9231
 34359 |     11 | 2020-03-03 23:19:05   |       13.1407 |       18.2093 |       11.2418 |            4.0884 |              1.78 |            4.5358 |            0.8376
 34359 |     12 | 2020-03-03 23:19:14   |        13.125 |       18.2085 |        11.251 |             4.094 |             1.778 |             4.541 |             0.838
 34359 |     13 | 2020-03-03 23:19:23   |         13.13 |       18.2074 |       11.7685 |            4.2803 |            1.8636 |            4.7439 |            0.8807
 34359 |     14 | 2020-03-03 23:19:31.5 |       13.1267 |       18.2124 |       12.0909 |            4.4023 |            1.9107 |            4.8741 |            0.9038
 34359 |     15 | 2020-03-03 23:19:41.5 |       13.1242 |       18.2096 |       11.9358 |            4.3418 |            1.8892 |            4.8127 |            0.8922
 34359 |     16 | 2020-03-03 23:19:53   |       13.1323 |       18.2069 |       12.4451 |            4.5227 |             1.975 |            5.0143 |            0.9331
 34359 |     17 | 2020-03-03 23:20:06   |       13.1305 |       18.2063 |        11.148 |             4.055 |             1.763 |               4.5 |              0.83
 34359 |     18 | 2020-03-03 23:20:16.5 |       13.0829 |       18.1949 |       11.5806 |             4.233 |            1.8155 |            4.6772 |            0.8549
 34359 |     19 | 2020-03-03 23:20:26   |       13.1305 |       18.2058 |        11.888 |             4.323 |             1.883 |             4.792 |              0.89
 34359 |     20 | 2020-03-03 23:20:36   |       13.0945 |       18.2075 |       12.0515 |            4.3987 |            1.8962 |            4.8627 |            0.8939
 34359 |     21 | 2020-03-03 23:20:45.5 |       13.1271 |       18.2091 |       12.0914 |            4.3973 |            1.9143 |            4.8754 |            0.9044
