  run  | subrun |         time          | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+-----------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 26313 |      0 | 2019-05-09 15:57:33.5 |       13.1143 |       18.3006 |        5.3493 |            0.8511 |            1.7187 |            1.4043 |            1.3752
 26313 |      1 | 2019-05-09 15:57:44   |       13.1065 |       18.3078 |        4.8358 |            0.7796 |            1.5477 |            1.2753 |            1.2332
 26313 |      2 | 2019-05-09 15:57:54   |       13.1066 |       18.3097 |        7.0571 |            1.0859 |            2.3055 |            1.8363 |            1.8294
 26313 |      3 | 2019-05-09 15:58:05.5 |       13.1447 |       18.3041 |        8.6332 |            1.3073 |            2.8418 |            2.2414 |            2.2427
 26313 |      4 | 2019-05-09 15:58:18   |       13.1263 |       18.3078 |        8.6134 |            1.3023 |            2.8433 |            2.2375 |            2.2303
 26313 |      5 | 2019-05-09 15:58:29   |       13.1262 |        18.307 |        9.7812 |            1.4647 |             3.244 |            2.5357 |            2.5367
 26313 |      6 | 2019-05-09 15:58:39   |       13.1255 |       18.3159 |       10.4515 |            1.5484 |            3.4815 |            2.7067 |            2.7149
 26313 |      7 | 2019-05-09 15:58:48.5 |       13.1292 |       18.3086 |       10.7055 |            1.5911 |            3.5655 |            2.7743 |            2.7745
 26313 |      8 | 2019-05-09 15:58:58   |        13.096 |       18.2946 |       11.0659 |            1.6301 |            3.6974 |            2.8587 |            2.8797
 26313 |      9 | 2019-05-09 15:59:10   |       13.1277 |       18.3055 |       10.6761 |            1.5863 |            3.5609 |            2.7704 |            2.7586
 26313 |     10 | 2019-05-09 15:59:22.5 |       13.1252 |       18.3067 |       10.5247 |            1.5649 |            3.5086 |            2.7326 |            2.7185
 26313 |     11 | 2019-05-09 15:59:33   |        13.041 |       18.2912 |       10.7031 |            1.5821 |            3.5761 |            2.7684 |            2.7765
 26313 |     12 | 2019-05-09 15:59:43   |       13.1255 |       18.3079 |        10.978 |            1.6269 |            3.6652 |            2.8491 |            2.8368
 26313 |     13 | 2019-05-09 15:59:52.5 |       13.1315 |       18.3093 |       11.3315 |            1.6755 |            3.7852 |            2.9407 |            2.9301
 26313 |     14 | 2019-05-09 16:00:02   |       13.1235 |        18.308 |       11.0274 |            1.6337 |            3.6837 |            2.8621 |            2.8478
 26313 |     15 | 2019-05-09 16:00:14.5 |       13.1279 |       18.3036 |       10.0004 |            1.4851 |            3.3362 |            2.6031 |            2.5759
 26313 |     16 | 2019-05-09 16:00:27   |       13.1307 |       18.3104 |       10.9626 |            1.6254 |            3.6603 |            2.8463 |            2.8306
 26313 |     17 | 2019-05-09 16:00:37   |       13.1307 |       18.3103 |       10.9916 |            1.6288 |            3.6698 |             2.855 |            2.8379
 26313 |     18 | 2019-05-09 16:00:46.5 |        13.145 |       18.3064 |       11.1767 |            1.6564 |            3.7327 |            2.9021 |            2.8855
