  run  | subrun |          time           | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+-------------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 16502 |      0 | 2018-05-10 17:08:47.125 |       14.5057 |        20.402 |       12.8911 |              1.93 |            4.3682 |            3.3023 |            3.2906
 16502 |      1 | 2018-05-10 17:09:13     |       14.5067 |       20.4029 |       11.5387 |            1.7403 |            3.9011 |            2.9635 |            2.9338
 16502 |      2 | 2018-05-10 17:09:21.5   |       14.5073 |       20.4029 |       11.8932 |            1.7879 |            4.0236 |            3.0465 |            3.0351
 16502 |      3 | 2018-05-10 17:09:31.5   |       14.5083 |       20.4032 |       12.1993 |            1.8348 |            4.1253 |            3.1279 |            3.1113
 16502 |      4 | 2018-05-10 17:09:39     |       14.5072 |       20.4032 |       12.2771 |            1.8454 |            4.1526 |            3.1467 |            3.1324
 16502 |      5 | 2018-05-10 17:09:46.5   |       14.5149 |       20.4045 |       12.4098 |            1.8587 |            4.2014 |            3.1764 |            3.1733
 16502 |      6 | 2018-05-10 17:09:56.5   |       14.5089 |       20.4036 |       12.4632 |            1.8716 |            4.2163 |            3.1947 |            3.1806
 16502 |      7 | 2018-05-10 17:10:04     |       14.5132 |        20.405 |       12.7106 |            1.9057 |            4.3012 |            3.2583 |            3.2454
 16502 |      8 | 2018-05-10 17:10:14     |        14.508 |        20.403 |        12.511 |            1.8791 |            4.2337 |            3.2055 |            3.1927
 16502 |      9 | 2018-05-10 17:10:21.5   |       14.5137 |       20.4046 |        12.564 |            1.8805 |            4.2553 |            3.2146 |            3.2134
 16502 |     10 | 2018-05-10 17:10:31.5   |       14.5121 |       20.4037 |       12.5919 |            1.8846 |            4.2653 |            3.2223 |            3.2196
 16502 |     11 | 2018-05-10 17:10:39     |       14.5061 |       20.4032 |       12.4707 |            1.8726 |            4.2204 |            3.1962 |            3.1815
 16502 |     12 | 2018-05-10 17:10:46.5   |       14.5118 |       20.4042 |       12.6463 |            1.8966 |            4.2798 |            3.2422 |            3.2275
 16502 |     13 | 2018-05-10 17:10:56.5   |       14.5085 |       20.4031 |       12.5526 |            1.8838 |            4.2485 |            3.2176 |            3.2027
 16502 |     14 | 2018-05-10 17:11:04     |        14.513 |       20.4091 |       12.6394 |            1.8889 |            4.2828 |            3.2386 |            3.2291
 16502 |     15 | 2018-05-10 17:11:11.5   |       14.5158 |       20.4058 |       12.7304 |             1.906 |            4.3121 |             3.261 |            3.2514
 16502 |     16 | 2018-05-10 17:11:21.5   |       14.5069 |       20.4022 |       12.5293 |            1.8814 |            4.2409 |            3.2106 |            3.1964
 16502 |     17 | 2018-05-10 17:11:29     |       14.5049 |       20.4029 |       12.4592 |            1.8714 |            4.2166 |            3.1933 |            3.1779
 16502 |     18 | 2018-05-10 17:11:36.5   |       14.5106 |       20.4038 |        12.603 |            1.8912 |            4.2653 |            3.2309 |            3.2155
 16502 |     19 | 2018-05-10 17:11:46.5   |       14.5068 |       20.4043 |       12.5491 |            1.8817 |            4.2498 |            3.2142 |            3.2034
