, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, -0.558801, 0.137381, 0.228660, 0.007537, 0.266863, -1.85087e-18, 4.3855e-19, 7.29935e-19, 2.40599e-20, 8.51886e-19
S18, -0.501229, 0.129991, 0.116122, 0.007537, 0.174467, -1.66709e-18, 4.1496e-19, 3.70687e-19, 2.40599e-20, 5.56937e-19
S12S18, -0.527934, 0.103762, 0.094205, 0.007537, 0.140349, -1.75233e-18, 3.31231e-19, 3.00723e-19, 2.40599e-20, 4.48026e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, 0.082165, 0.089589, 0.122448, 0.151910, 82.165447, 89.589353, 122.447887, 151.909658
S18, 0.102412, 0.130835, 0.040133, 0.137059, 102.412284, 130.834965, 40.133120, 137.059340
S12S18, 0.093382, 0.075259, 0.023934, 0.079332, 93.381703, 75.258800, 23.934115, 79.331809
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.386533, 0.097061, 0.047458, 0.007537, 0.108305, 1.16685e-18, 3.09841e-19, 1.51497e-19, 2.40599e-20, 3.45734e-19
S18, 0.443438, 0.093373, 0.049764, 0.007537, 0.106075, 1.3485e-18, 2.98068e-19, 1.58858e-19, 2.40599e-20, 3.38613e-19
S12S18, 0.421135, 0.067387, 0.035450, 0.007537, 0.076514, 1.27731e-18, 2.15113e-19, 1.13164e-19, 2.40599e-20, 2.44251e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.050708, 0.097451, 0.016605, 0.099143, -50.707765, 97.451150, 16.604511, 99.142541
S18, -0.095991, 0.094346, 0.010888, 0.095270, -95.991435, 94.345608, 10.888314, 95.270438
S12S18, -0.077062, 0.067860, 0.008408, 0.068793, -77.062068, 67.859714, 8.407854, 68.792731
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.333129, 0.084843, 0.032184, 0.007537, 0.091055, 9.96372e-19, 2.70838e-19, 1.02739e-19, 2.40599e-20, 2.90667e-19
S18, 0.445806, 0.092470, 0.042480, 0.007537, 0.102039, 1.35606e-18, 2.95183e-19, 1.35606e-19, 2.40599e-20, 3.25732e-19
S12S18, 0.392533, 0.062661, 0.025982, 0.007537, 0.068252, 1.186e-18, 2.00029e-19, 8.29416e-20, 2.40599e-20, 2.17876e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.037428, 0.085031, 0.010493, 0.086006, -37.428186, 85.030596, 10.493090, 86.006479
S18, -0.095389, 0.093237, 0.009081, 0.093981, -95.388764, 93.236766, 9.081070, 93.980677
S12S18, -0.068164, 0.062971, 0.006108, 0.063714, -68.163991, 62.970726, 6.107842, 63.713618
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.336171, 0.085261, 0.028689, 0.007537, 0.090273, 1.00608e-18, 2.72172e-19, 9.15804e-20, 2.40599e-20, 2.88173e-19
S18, 0.475659, 0.101399, 0.044690, 0.007537, 0.111067, 1.45136e-18, 3.23689e-19, 1.42661e-19, 2.40599e-20, 3.5455e-19
S12S18, 0.409310, 0.065763, 0.025181, 0.007537, 0.070821, 1.23956e-18, 2.0993e-19, 8.03835e-20, 2.40599e-20, 2.26077e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.041954, 0.085516, 0.009450, 0.086366, -41.953846, 85.515951, 9.449822, 86.365989
S18, -0.104683, 0.102514, 0.009480, 0.103227, -104.683270, 102.514335, 9.480408, 103.227294
S12S18, -0.075226, 0.066183, 0.005960, 0.066877, -75.226161, 66.183064, 5.959909, 66.876943
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.333739, 0.086308, 0.024836, 0.007537, 0.090126, 9.9832e-19, 2.75515e-19, 7.92824e-20, 2.40599e-20, 2.87703e-19
S18, 0.468498, 0.100113, 0.036412, 0.007537, 0.106795, 1.4285e-18, 3.19583e-19, 1.16235e-19, 2.40599e-20, 3.40915e-19
S12S18, 0.407119, 0.065990, 0.021390, 0.007537, 0.069779, 1.23257e-18, 2.10656e-19, 6.82829e-20, 2.40599e-20, 2.2275e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.046133, 0.086544, 0.008204, 0.087258, -46.133386, 86.543750, 8.203610, 87.257819
S18, -0.101677, 0.101416, 0.007707, 0.101987, -101.677158, 101.415764, 7.706757, 101.987050
S12S18, -0.077649, 0.066447, 0.005072, 0.067065, -77.649392, 66.447012, 5.071541, 67.065141
