, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.626763, 0.072052, 0.043378, 0.007581, 0.084443, 1.91338e-18, 2.30007e-19, 1.38472e-19, 2.42009e-20, 2.69562e-19
S18, 0.740118, 0.084493, 0.053792, 0.007581, 0.100450, 2.27523e-18, 2.69721e-19, 1.71716e-19, 2.42009e-20, 3.20658e-19
S12S18, 0.684008, 0.055368, 0.034677, 0.007581, 0.065769, 2.09611e-18, 1.76746e-19, 1.10696e-19, 2.42009e-20, 2.09949e-19
