, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.535770, 0.051635, 0.037471, 0.007866, 0.064281, 1.60998e-18, 1.64829e-19, 1.19615e-19, 2.51111e-20, 2.052e-19
S18, 0.602798, 0.061191, 0.045444, 0.007866, 0.076625, 1.82395e-18, 1.95335e-19, 1.45068e-19, 2.51111e-20, 2.44604e-19
S12S18, 0.573888, 0.039861, 0.029394, 0.007866, 0.050148, 1.73167e-18, 1.27246e-19, 9.38308e-20, 2.51111e-20, 1.60082e-19
