, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.333739, 0.086308, 0.024836, 0.007537, 0.090126, 9.9832e-19, 2.75515e-19, 7.92824e-20, 2.40599e-20, 2.87703e-19
S18, 0.468498, 0.100113, 0.036412, 0.007537, 0.106795, 1.4285e-18, 3.19583e-19, 1.16235e-19, 2.40599e-20, 3.40915e-19
S12S18, 0.407119, 0.065990, 0.021390, 0.007537, 0.069779, 1.23257e-18, 2.10656e-19, 6.82829e-20, 2.40599e-20, 2.2275e-19
