,
0,
,
Run-1a,
,
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, acc_error, align_error, Br_error, tot_error, value, fit_error, acc_error, align_error, Br_error, tot_error
S12, 0.608790, 0.143128, 0.085794, 0.039573, 0.007298, 0.171656, 1.87254e-18, 4.56898e-19, 2.73874e-19, 1.26326e-19, 2.32968e-20, 5.47963e-19
S18, 0.055307, 0.121470, 0.047789, -0.008034, 0.007298, 0.130983, 1.057e-19, 3.87759e-19, 1.52553e-19, -2.56464e-20, 2.32968e-20, 4.18126e-19
S12S18, 0.323773, 0.094675, 0.048479, 0.014140, 0.007298, 0.107549, 9.62702e-19, 3.02225e-19, 1.54755e-19, 4.5137e-20, 2.32968e-20, 3.43321e-19
,
Run-1b,
,
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, acc_error, align_error, Br_error, tot_error, value, fit_error, acc_error, align_error, Br_error, tot_error
S12, 0.385818, 0.122274, 0.058769, 0.020804, 0.008172, 0.137493, 1.15909e-18, 3.90326e-19, 1.87603e-19, 6.64108e-20, 2.6087e-20, 4.38908e-19
S18, 0.232133, 0.103898, 0.052060, -0.004896, 0.008172, 0.116601, 6.68489e-19, 3.31666e-19, 1.66188e-19, -1.56292e-20, 2.6087e-20, 3.72217e-19
S12S18, 0.312160, 0.080914, 0.044596, 0.007282, 0.008172, 0.093037, 9.23953e-19, 2.58297e-19, 1.42361e-19, 2.32468e-20, 2.6087e-20, 2.96993e-19
,
Run-1c,
,
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, acc_error, align_error, Br_error, tot_error, value, fit_error, acc_error, align_error, Br_error, tot_error
S12, 0.712809, 0.100451, 0.091683, 0.040949, 0.008243, 0.142271, 2.18094e-18, 3.20662e-19, 2.92672e-19, 1.30719e-19, 2.63134e-20, 4.5416e-19
S18, 0.444843, 0.086012, 0.078828, 0.008668, 0.008243, 0.117282, 1.32554e-18, 2.7457e-19, 2.51637e-19, 2.76695e-20, 2.63134e-20, 3.7439e-19
S12S18, 0.596927, 0.066688, 0.075172, 0.026322, 0.008243, 0.104206, 1.81102e-18, 2.12883e-19, 2.39967e-19, 8.40242e-20, 2.63134e-20, 3.3265e-19
,
Run-1d,
,
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, acc_error, align_error, Br_error, tot_error, value, fit_error, acc_error, align_error, Br_error, tot_error
S12, 0.496759, 0.088298, 0.078137, 0.026179, 0.009145, 0.121124, 1.47634e-18, 2.81867e-19, 2.49431e-19, 8.35687e-20, 2.91939e-20, 3.86654e-19
