K,5.11E-36,,,,,
Cm2ecm,6.24E+20,,,,,
,,,,,,
Dataset, Br [ppm], dBr [ppm], Br [mrad], dBr [mrad],dMu [ecm],ddMu [ecm]
1a,20,7,0.0203338,0.00667124,6.49E-20,2.13E-20
1b,21,8,0.0210042,0.00753705,6.71E-20,2.41E-20
1c,27,8,0.0273757,0.0075812,8.74E-20,2.42E-20
1d,31,8,0.0314235,0.00786634,1.00E-19,2.51E-20
2b,10,3,0.0103257,0.00324782,3.30E-20,1.04E-20
2c,14,4,0.0135947,0.00358318,4.34E-20,1.14E-20
2d,16,6,0.0158574,0.00572549,5.06E-20,1.83E-20
2e,12,3,0.0116101,0.00328698,3.71E-20,1.05E-20
2f,12,3,0.0115462,0.00328973,3.69E-20,1.05E-20
2g,13,4,0.0134981,0.00449807,4.31E-20,1.44E-20
2h,15,5,0.0150091,0.00455005,4.79E-20,1.45E-20
3N,10,5,0.00993672,0.00456545,3.17E-20,1.46E-20
3O,10,5,0.00986615,0.00496201,3.15E-20,1.58E-20
4,-0.4,1.2,-0.000443492,0.0018051,-1.28E-21,3.83E-21
5,0.6,3.2,0.000620864,0.00318134,1.98E-21,1.02E-20
,,,,,
Dataset, Br, dBr
1a, 20.3338, 6.67124
1b, 21.0042, 7.53705
1c, 27.3757, 7.5812
1d, 31.4235, 8.33929
2b, 10.3257, 3.32096
2c, 13.5947, 3.58954
2d, 15.8574, 5.72549
2e, 11.6101, 3.29167
2f, 11.5462, 3.31788
2g, 13.4981, 4.49807
2h, 15.0091, 4.55005
3N, 9.93672, 4.58901
3O, 9.86615, 4.96684
4, -0.44351, 1.17479
5, 0.620864, 3.20776
