, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, -0.854882, 0.171798, 0.256520, 0.006671, 0.308807, -2.79388e-18, 5.48418e-19, 8.18869e-19, 2.12961e-20, 9.8578e-19
S18, -0.310156, 0.110497, 0.082047, 0.006671, 0.137789, -1.055e-18, 3.52731e-19, 2.61914e-19, 2.12961e-20, 4.39854e-19
S12S18, -0.555212, 0.105065, 0.096927, 0.006671, 0.143101, -1.83727e-18, 3.3539e-19, 3.09411e-19, 2.12961e-20, 4.5681e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, 0.098965, 0.132089, 0.085523, 0.157500, 98.964736, 132.088545, 85.523483, 157.499700
S18, -0.067662, 0.126451, 0.058895, 0.139653, -67.661954, 126.451343, 58.895210, 139.653476
S12S18, 0.009099, 0.105905, 0.043871, 0.114826, 9.099053, 105.904635, 43.871439, 114.825956
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.662028, 0.113635, 0.075680, 0.006671, 0.136693, 2.04843e-18, 3.62747e-19, 2.41588e-19, 2.12961e-20, 4.36353e-19
S18, 0.261667, 0.109185, 0.030720, 0.006671, 0.113621, 7.7039e-19, 3.48544e-19, 9.80655e-20, 2.12961e-20, 3.62703e-19
S12S18, 0.458174, 0.078847, 0.039476, 0.006671, 0.088429, 1.39768e-18, 2.51698e-19, 1.26016e-19, 2.12961e-20, 2.82286e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.098322, 0.114290, 0.026030, 0.117406, -98.321761, 114.289773, 26.030222, 117.406261
S18, 0.045334, 0.110315, 0.019343, 0.112196, 45.334211, 110.314937, 19.342826, 112.196416
S12S18, -0.026634, 0.079473, 0.014764, 0.081107, -26.634331, 79.472943, 14.763663, 81.107459
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.588538, 0.099348, 0.052678, 0.006671, 0.112648, 1.81383e-18, 3.17141e-19, 1.68159e-19, 2.12961e-20, 3.59596e-19
S18, 0.262138, 0.108140, 0.025699, 0.006671, 0.111352, 7.71894e-19, 3.45208e-19, 8.20377e-20, 2.12961e-20, 3.55461e-19
S12S18, 0.433317, 0.073329, 0.028914, 0.006671, 0.079106, 1.31834e-18, 2.34084e-19, 9.22989e-20, 2.12961e-20, 2.52523e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.078308, 0.099733, 0.016516, 0.101311, -78.308121, 99.732913, 16.515840, 101.311067
S18, 0.052875, 0.109027, 0.015798, 0.110368, 52.875386, 109.027439, 15.798285, 110.367901
S12S18, -0.016759, 0.073754, 0.010628, 0.074814, -16.759276, 73.753790, 10.628431, 74.813706
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.583663, 0.099825, 0.048387, 0.006671, 0.111134, 1.79827e-18, 3.18662e-19, 1.54462e-19, 2.12961e-20, 3.54764e-19
S18, 0.280292, 0.118563, 0.027045, 0.006671, 0.121791, 8.29845e-19, 3.7848e-19, 8.63329e-20, 2.12961e-20, 3.88785e-19
S12S18, 0.446043, 0.076947, 0.028056, 0.006671, 0.082174, 1.35896e-18, 2.45633e-19, 8.95603e-20, 2.12961e-20, 2.62317e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.085941, 0.100292, 0.014850, 0.101605, -85.940892, 100.292272, 14.849730, 101.604920
S18, 0.043041, 0.119855, 0.017129, 0.121256, 43.040904, 119.854804, 17.129317, 121.256311
S12S18, -0.027472, 0.077506, 0.010441, 0.078490, -27.471831, 77.506197, 10.440980, 78.490319
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.573928, 0.101034, 0.042107, 0.006671, 0.109660, 1.7672e-18, 3.22523e-19, 1.34414e-19, 2.12961e-20, 3.5006e-19
S18, 0.278141, 0.117056, 0.022055, 0.006671, 0.119302, 8.22977e-19, 3.73667e-19, 7.0406e-20, 2.12961e-20, 3.80838e-19
S12S18, 0.440474, 0.077206, 0.023862, 0.006671, 0.081085, 1.34118e-18, 2.4646e-19, 7.61744e-20, 2.12961e-20, 2.58841e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.100806, 0.101478, 0.012919, 0.102514, -100.806199, 101.478126, 12.918898, 102.514454
S18, 0.041651, 0.118579, 0.014126, 0.119603, 41.651376, 118.578856, 14.125692, 119.603452
S12S18, -0.034627, 0.077807, 0.008916, 0.078600, -34.626556, 77.807459, 8.915908, 78.600251
