Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.583663, 0.099825, 0.048387, 0.006671, 0.111134, 1.79827e-18, 3.18662e-19, 1.54462e-19, 2.12961e-20, 3.54764e-19
S18, 0.280292, 0.118563, 0.027045, 0.006671, 0.121791, 8.29845e-19, 3.7848e-19, 8.63329e-20, 2.12961e-20, 3.88785e-19
S12S18, 0.446043, 0.076947, 0.028056, 0.006671, 0.082174, 1.35896e-18, 2.45633e-19, 8.95603e-20, 2.12961e-20, 2.62317e-19
