Run-1a,
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.611371, 0.102344, 0.011754, 0.006671, 0.103233, 1.88672e-18, 3.26705e-19, 3.752e-20, 2.12961e-20, 3.29542e-19
S18, 0.245471, 0.115968, 0.004711, 0.006671, 0.116255, 7.18687e-19, 3.70197e-19, 1.50376e-20, 2.12961e-20, 3.71113e-19
S12S18, 0.442420, 0.077426, 0.008500, 0.006671, 0.078177, 1.34739e-18, 2.47162e-19, 2.71339e-20, 2.12961e-20, 2.49557e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.050699, 0.102624, 0.001489, 0.102851, -50.699445, 102.623594, 1.489300, 102.850986
S18, 0.007282, 0.116478, 0.003081, 0.116710, 7.281580, 116.478273, 3.080889, 116.709834
S12S18, -0.012270, 0.077704, 0.002034, 0.078016, -12.269909, 77.703515, 2.033706, 78.015881
Run-1b,
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.340858, 0.087391, 0.006842, 0.007537, 0.087982, 1.02104e-18, 2.78971e-19, 2.18406e-20, 2.40599e-20, 2.80857e-19
S18, 0.474595, 0.099124, 0.009117, 0.007537, 0.099828, 1.44796e-18, 3.16427e-19, 2.91032e-20, 2.40599e-20, 3.18672e-19
S12S18, 0.402730, 0.066147, 0.007868, 0.007537, 0.067038, 1.21855e-18, 2.11155e-19, 2.51178e-20, 2.40599e-20, 2.14e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, -0.017136, 0.087497, 0.001771, 0.087838, -17.136447, 87.496539, 1.771493, 87.838429
S18, -0.102548, 0.099617, 0.001970, 0.099921, -102.548389, 99.616929, 1.970034, 99.921073
S12S18, -0.051758, 0.066337, 0.001331, 0.066777, -51.758027, 66.337358, 1.331262, 66.777425
Run-1c,
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.602300, 0.071681, 0.012189, 0.007581, 0.073104, 1.83529e-18, 2.28821e-19, 3.89109e-20, 2.42009e-20, 2.33364e-19
S18, 0.659041, 0.082005, 0.012782, 0.007581, 0.083341, 2.01642e-18, 2.61778e-19, 4.08038e-20, 2.42009e-20, 2.66042e-19
S12S18, 0.633693, 0.054482, 0.012568, 0.007581, 0.056424, 1.9355e-18, 1.73918e-19, 4.01203e-20, 2.42009e-20, 1.80119e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, 0.021976, 0.071823, 0.000437, 0.072223, 21.975920, 71.822958, 0.437411, 72.223287
S18, -0.043064, 0.082356, 0.002519, 0.082742, -43.063939, 82.355710, 2.519383, 82.742279
S12S18, -0.000071, 0.054645, 0.001073, 0.055178, -0.070630, 54.644555, 1.072758, 55.178373
Run-1d,
, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.514263, 0.052257, 0.010314, 0.007866, 0.053842, 1.54133e-18, 1.66815e-19, 3.2925e-20, 2.51111e-20, 1.71877e-19
S18, 0.558116, 0.060421, 0.011014, 0.007866, 0.061919, 1.68132e-18, 1.92878e-19, 3.51601e-20, 2.51111e-20, 1.97658e-19
S12S18, 0.539136, 0.039917, 0.010720, 0.007866, 0.042073, 1.62073e-18, 1.27423e-19, 3.4221e-20, 2.51111e-20, 1.34306e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12, 0.064083, 0.052359, 0.002533, 0.053007, 64.083274, 52.358581, 2.532985, 53.006758
S18, 0.016751, 0.060683, 0.000429, 0.061192, 16.750623, 60.682574, 0.429379, 61.191817
S12S18, 0.036048, 0.040033, 0.001730, 0.040836, 36.047705, 40.033434, 1.730378, 40.835638
