, delta_prime, , dMu [ecm], ,
Station, value, error, value, error
S12_, 0.511162, 0.052474, 1.63174e-18, 1.84529e-19
S18_, 0.508304, 0.055847, 1.62262e-18, 1.97162e-19
S12S18_, 0.509751, 0.038243, 1.62724e-18, 1.4586e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12_, 0.102410, 0.052502, 102.409862, 53.352093
S18_, 0.009538, 0.055890, 9.538233, 55.990727
S12S18_, 0.058783, 0.038267, 58.782775, 38.698568
