, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.671149, 0.077552, 0.010887, 0.007581, 0.078679, 2.05507e-18, 2.47563e-19, 3.47522e-20, 2.42009e-20, 2.51159e-19
S18, 0.682953, 0.082196, 0.011123, 0.007581, 0.083291, 2.09275e-18, 2.62388e-19, 3.55074e-20, 2.42009e-20, 2.65883e-19
S12S18, 0.676636, 0.056409, 0.010993, 0.007581, 0.057969, 2.07258e-18, 1.80071e-19, 3.50932e-20, 2.42009e-20, 1.85048e-19
