, delta_prime, , dMu [ecm], ,
Station, value, error, value, error
S12_, 0.317313, 0.087773, 1.01293e-18, 2.85249e-19
S18_, 0.405065, 0.091684, 1.29306e-18, 2.99964e-19
S12S18_, 0.358911, 0.063407, 1.14572e-18, 2.10753e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12_, 0.011727, 0.087758, 11.727170, 87.867379
S18_, -0.091634, 0.091779, -91.633578, 92.031523
S12S18_, -0.037581, 0.063432, -37.580695, 63.631996
