, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.389049, 0.094473, 0.006306, 0.007537, 0.094983, 1.17488e-18, 3.01579e-19, 2.01302e-20, 2.40599e-20, 3.03206e-19
S18, 0.441579, 0.099235, 0.007215, 0.007537, 0.099782, 1.34257e-18, 3.1678e-19, 2.30311e-20, 2.40599e-20, 3.18526e-19
S12S18, 0.413592, 0.068427, 0.006708, 0.007537, 0.069166, 1.25323e-18, 2.18433e-19, 2.14119e-20, 2.40599e-20, 2.20795e-19
