, delta_prime, , dMu [ecm], ,
Station, value, fit_error, dil_error, Br_error, tot_error, value, fit_error, dil_error, Br_error, tot_error
S12, 0.377930, 0.094472, 0.006126, 0.007537, 0.094970, 1.13939e-18, 3.01576e-19, 1.95566e-20, 2.40599e-20, 3.03166e-19
S18, 0.434906, 0.099235, 0.007113, 0.007537, 0.099774, 1.32127e-18, 3.16779e-19, 2.27059e-20, 2.40599e-20, 3.18502e-19
S12S18, 0.404611, 0.068426, 0.006563, 0.007537, 0.069152, 1.22456e-18, 2.18431e-19, 2.09508e-20, 2.40599e-20, 2.20748e-19
