, delta_prime, , dMu [ecm], ,
Station, value, error, value, error
S12_, 0.609719, 0.071950, 1.94636e-18, 2.48013e-19
S18_, 0.586326, 0.075832, 1.87168e-18, 2.58007e-19
S12S18_, 0.599114, 0.052197, 1.91251e-18, 1.89915e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12_, 0.037938, 0.072016, 37.938460, 72.319936
S18_, 0.017270, 0.075872, 17.270379, 76.064448
S12S18_, 0.028203, 0.052236, 28.202827, 52.563507
