, delta_prime, , dMu [ecm], ,
Station, value, error, value, error
S12_, 0.578947, 0.102419, 1.84813e-18, 3.38646e-19
S18_, 0.225606, 0.106869, 7.20185e-19, 3.43128e-19
S12S18_, 0.411031, 0.073949, 1.3121e-18, 2.44321e-19
, delta_prime, , Bz/By [ppm], ,
Station, value, error, value, error
S12_, -0.076569, 0.102555, -76.569280, 103.088695
S18_, 0.078325, 0.106947, 78.325011, 107.221992
S12S18_, -0.003096, 0.074027, -3.096303, 74.520967
